Institution,Country,Latitude,Longitude,CurrentRank,LastRank,Size,Focus,Research,Age,Status,Academicscorerscore,Academicrankrank,Employerscore,Employerrank,FacultyStudentscore,FacultyStudentrank,CitationsPerFacultyscore,CitationsPerFacultyrank,InternationalFacultyscore,InternationalFacultyrank,InternationalStudentscore,InternationalStudentrank,OverallScore,anno,pca_1,pca_2,color
AJOU UNIVERSITY,South Korea,37.282913,127.04607,700,700,M,FC,VH,3,B,0.0,0,0.0,0,45.8,335,24.2,488,0.0,0.0,0.0,0.0,18.6,2019,-1.8396523713807085,-0.0714322271559975,blue
AL AKHAWAYN UNIVERSITY IFRANE,Morocco,31.70217,-6.3494,1000,1000,S,FO,HI,3,A,0.0,0,0.0,0,0.0,0,0.0,0,90.9,159.0,0.0,0.0,14.2,2019,-2.6289740355061704,1.714713922834885,blue
AL AZHAR UNIVERSITY,Egypt,30.04083317,31.25749897,1000,1000,XL,CO,HI,3,A,0.0,0,0.0,0,0.0,0,0.0,0,,0.0,31.8,413.0,14.2,2019,-2.74919773446134,1.4095593645909323,blue
AL-FARABI KAZAKH NATIONAL UNIVERSITY,Kazakhstan,43.238949,76.889709,220,236,L,CO,HI,4,A,33.4,245,48.9,173,99.3,38,1.2,601,34.4,426.0,23.0,487.0,41.3,2019,1.4978234902458336,-0.7336525873268204,blue
AL-IMAM MOHAMED IBN SAUD ISLAMIC UNIVERSITY,Saudi Arabia,24.4859,46.4247,1000,800,XL,CO,MD,4,A,0.0,0,0.0,0,0.0,0,0.0,0,90.1,163.0,0.0,0.0,14.2,2019,-2.2658723503943268,0.9989875061418644,blue
ALEXANDRIA UNIVERSITY,Egypt,30.0275,31.2103,1000,800,XL,FC,HI,4,A,0.0,0,32.9,289,0.0,0,0.0,0,0.0,0.0,0.0,0.0,14.2,2019,-2.4686089301547587,-0.3987339940859362,blue
ALEXANDRU IOAN CUZA UNIVERSITY,Romania,47.151726,27.587914,1000,1000,L,FO,VH,5,A,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,14.2,2019,-2.9790137648895474,-0.9390363583044514,blue
"ALIGARH MUSLIM UNIVERSITY (AMU), ALIGARH",India,27.900383,78.072281,1000,1000,L,CO,HI,5,A,0.0,0,0.0,0,32.8,467,0.0,0,,0.0,0.0,0.0,14.2,2019,-2.4953476610150043,-0.549252072888416,blue
ALPEN-ADRIA-UNIVERSITÄT KLAGENFURT,Austria,46.609830894,14.258998964,750,800,S,FO,VH,3,A,0.0,0,0.0,0,24.6,575,0.0,0,91.3,158.0,66.2,213.0,17.1,2019,-1.354123724249263,2.506217807307657,blue
ALTAI STATE UNIVERSITY,Russia,53.35,83.783,650,1000,M,FO,HI,3,A,0.0,0,0.0,0,82.2,135,0.0,0,0.0,0.0,29.3,437.0,20.2,2019,-1.886724425214794,0.2551118471360178,blue
AMERICAN UNIVERSITY,United States,38.9371,-77.0869,550,480,L,CO,HI,5,B,19.7,416,30.8,314,35.1,434,0.0,0,0.0,0.0,27.2,451.0,22.1,2019,-0.5430407695538358,-1.1456393603950032,blue
AMERICAN UNIVERSITY IN CAIRO,Egypt,30.0186,31.5002,420,395,M,CO,HI,4,B,22.2,371,28.5,346,47.2,326,5.3,601,91.4,156.0,4.9,601.0,27.1,2019,0.2859229829482812,0.3727337566643657,blue
AMERICAN UNIVERSITY IN DUBAI,United Arab Emirates,25.123,55.411164,570,650,S,FO,MD,2,B,0.0,0,35.2,270,24.2,582,0.0,0,100.0,1.0,100.0,3.0,21.4,2019,-0.2594609161572844,3.6737478269972126,blue
AMERICAN UNIVERSITY OF BEIRUT (AUB),Lebanon,33.8933080934,35.4760347625,237,235,M,FC,VH,5,B,21.1,387,59.6,126,67.3,214,14.3,601,96.2,119.0,67.8,202.0,39.0,2019,2.1807890935097265,0.5365820866584311,blue
AMERICAN UNIVERSITY OF SHARJAH,United Arab Emirates,25.30583211,55.487664716,376,420,M,FC,HI,2,B,16.8,486,43.1,210,25.6,563,14.7,601,100.0,2.0,100.0,4.0,29.2,2019,0.9126372576710255,3.4209951986025087,blue
AMIRKABIR UNIVERSITY OF TECHNOLOGY,Iran,35.7026388561,51.4053983784,498,550,M,FO,VH,4,A,4.9,501,9.8,501,8.6,601,92.7,28,4.2,601.0,2.5,601.0,23.6,2019,-0.4751707000378296,-0.4965791102820036,blue
AMITY UNIVERSITY,India,28.3171,76.916,1000,1000,L,CO,HI,2,B,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,23.1,484.0,14.2,2019,-3.1948985785075568,1.3418278731748938,blue
AMRITA UNIVERSITY,India,10.900663064,76.90166306,1000,1000,L,FC,HI,2,B,0.0,0,0.0,0,35.5,425,0.0,0,51.4,325.0,0.0,0.0,14.2,2019,-2.771493189952551,1.561560751147234,blue
ANKARA ÜNIVERSITESI,Turkey,39.936699,32.830299,1000,1000,XL,FC,HI,4,A,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,14.2,2019,-3.108564534373996,-0.3009237337161131,blue
ANNA UNIVERSITY,India,13.01268,80.236362,800,700,L,FO,VH,3,A,0.0,0,0.0,0,0.0,0,42.6,302,,0.0,0.0,0.0,15.3,2019,-1.9055991298597097,0.7969697616524122,blue
AOYAMA GAKUIN UNIVERSITY,Japan,35.65666404,139.706330508,1000,1000,L,CO,MD,4,B,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,14.2,2019,-3.108564534373996,-0.3009237337161131,blue
ARISTOTLE UNIVERSITY OF THESSALONIKI,Greece,40.629269,22.947412,570,550,XL,FC,VH,4,A,24.7,331,23.8,402,0.0,0,33.5,378,0.0,0.0,20.2,522.0,21.4,2019,-0.7516366490055816,-0.3910005126672163,blue
ARIZONA STATE UNIVERSITY,United States,33.424564,-111.928001,212,209,XL,CO,VH,5,A,41.6,186,27.0,359,12.2,601,70.6,95,64.5,268.0,61.6,233.0,42.3,2019,2.156234942492302,0.1888491639783629,blue
ASSIUT UNIVERSITY,Egypt,27.18096,31.18368,1000,1000,XL,FC,HI,4,A,0.0,0,0.0,0,23.8,593,0.0,0,,0.0,0.0,0.0,14.2,2019,-2.688717295112129,0.1377067994170116,blue
ASTON UNIVERSITY,United Kingdom,52.487144,-1.886977,381,373,L,CO,HI,4,A,11.1,501,48.5,176,12.1,601,44.3,286,95.5,124.0,70.9,186.0,29.0,2019,1.1776666384665608,1.729255793008427,blue
ATENEO DE MANILA UNIVERSITY,Philippines,14.662315,121.052513,700,600,M,FC,MD,5,B,17.7,465,34.9,273,31.9,479,0.0,0,0.0,0.0,0.0,0.0,18.6,2019,-1.145321974353653,-1.465439607486798,blue
ATHENS UNIVERSITY OF ECONOMICS AND BUSINESS,Greece,37.989662708,23.725997096,1000,1000,M,FO,VH,4,A,0.0,0,32.2,293,0.0,0,17.8,584,0.0,0.0,0.0,0.0,14.2,2019,-2.5249422605300085,-0.3168408615108544,blue
AUBURN UNIVERSITY,United States,32.593357,-85.495163,1000,1000,L,CO,VH,5,A,0.0,0,0.0,0,0.0,0,22.1,515,0.0,0.0,15.7,580.0,14.2,2019,-2.624312928966413,-0.6704139068070358,blue
AUCKLAND UNIVERSITY OF TECHNOLOGY,New Zealand,-36.8533,174.7667,464,450,L,CO,HI,2,A,17.5,469,25.4,383,17.5,601,10.6,601,99.6,61.0,99.9,23.0,25.2,2019,0.3762505631624179,3.5130590348211785,blue
AUSTRALIAN CATHOLIC UNIVERSITY,Australia,-27.378,153.089,1000,1000,L,CO,HI,3,A,0.0,0,0.0,0,0.0,0,0.0,0,34.3,427.0,33.6,400.0,14.2,2019,-2.756965143804614,1.390110312233594,blue
AUSTRALIAN NATIONAL UNIVERSITY (ANU),Australia,-35.277988,149.120453,24,20,L,FC,VH,4,A,97.1,26,82.6,66,47.9,319,87.8,44,100.0,39.0,99.5,33.0,84.4,2019,5.769824360869966,1.1175109891020891,red
BABES-BOLYAI UNIVERSITY,Romania,46.767330264,23.587997648,1000,1000,XL,CO,HI,5,A,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,14.2,2019,-2.9790137648895474,-0.9390363583044514,blue
BAKU STATE UNIVERSITY,Azerbaijan,40.3777,49.892,1000,1000,L,FO,HI,4,A,0.0,0,0.0,0,38.4,398,0.0,0,0.0,0.0,0.0,0.0,14.2,2019,-2.836270712026576,-0.5093343906423607,blue
BANARAS HINDU UNIVERSITY,India,25.267878,82.990494,1000,1000,L,FC,HI,5,A,0.0,0,0.0,0,0.0,0,18.8,571,0.0,0.0,0.0,0.0,14.2,2019,-2.7771657594653614,-0.922438371010694,blue
BANDUNG INSTITUTE OF TECHNOLOGY (ITB),Indonesia,-6.889852,107.609968,359,331,L,CO,HI,4,A,36.2,217,41.7,219,43.9,353,3.2,601,42.1,365.0,2.6,601.0,30.4,2019,0.4689534095495648,-0.5391315143172382,blue
BANGLADESH UNIVERSITY OF ENGINEERING AND TECHNOLOGY,Bangladesh,23.726996,90.392858,1000,1000,M,SP,HI,3,A,0.0,0,32.3,292,0.0,0,0.0,0,,0.0,0.0,0.0,14.2,2019,-2.5933036642794027,0.8732601322080074,blue
BANGOR UNIVERSITY,United Kingdom,53.2289,-4.1301,435,450,M,FC,HI,5,A,8.3,501,7.7,501,14.5,601,65.7,124,57.2,303.0,67.1,206.0,26.4,2019,0.520802392529834,0.5611014847171734,blue
BAR-ILAN UNIVERSITY,Israel,32.067333064,34.838829978,650,600,L,FC,HI,4,A,0.0,0,0.0,0,0.0,0,43.6,294,71.7,242.0,0.0,0.0,20.2,2019,-1.1327734675301624,0.5923020221716827,blue
BAUMAN MOSCOW STATE TECHNICAL UNIVERSITY,Russia,55.759496962,37.68416393,299,291,L,CO,HI,5,A,19.7,417,55.2,144,100.0,18,1.2,601,3.4,601.0,11.7,601.0,34.5,2019,0.9218343273748916,-1.88499194925446,blue
BAYLOR COLLEGE OF MEDICINE,United States,29.7105,-95.3965,1000,1000,S,SP,VH,5,B,0.0,0,19.9,464,100.0,1,17.3,591,,0.0,31.1,420.0,0.0,2019,-1.6520911110536003,-0.3623844133020981,blue
BAYLOR UNIVERSITY,United States,31.55571,-97.12139,1000,1000,L,CO,HI,5,B,0.0,0,0.0,0,0.0,0,16.9,597,0.0,0.0,0.0,0.0,14.2,2019,-2.797565291928444,-0.9241158271733608,blue
BEIHANG UNIVERSITY,China,39.97416277,116.33916531,491,600,L,CO,VH,4,A,16.1,501,8.7,501,29.1,510,48.9,246,10.6,601.0,7.0,601.0,23.9,2019,-0.6245500365002171,-0.5298071599003064,blue
BEIJING FOREIGN STUDIES UNIVERSITY,China,39.95249619,116.30249879,800,700,M,SP,MD,4,A,0.0,0,0.0,0,43.2,360,0.0,0,33.0,434.0,31.5,416.0,15.3,2019,-1.7214461656717752,0.3188833589436553,blue
BEIJING INSTITUTE OF TECHNOLOGY,China,39.916668,116.373331,464,460,L,FO,VH,4,A,21.2,386,7.6,501,32.0,477,44.1,290,6.0,601.0,8.1,601.0,25.2,2019,-0.39289689573984,-0.6884659811019119,blue
BEIJING JIAOTONG UNIVERSITY,China,40.000333332,116.322332044,800,750,L,CO,VH,5,A,0.0,0,0.0,0,25.0,569,19.0,565,0.0,0.0,0.0,0.0,15.3,2019,-2.033416404358093,-1.1872044119147782,blue
BEIJING NORMAL UNIVERSITY,China,39.954329516,116.35749857,292,256,L,CO,VH,5,A,37.8,204,14.8,501,35.3,429,48.3,251,15.6,587.0,12.8,601.0,34.8,2019,0.877143458790717,-1.3716996992731685,blue
BEIJING UNIVERSITY OF TECHNOLOGY,China,39.869329856,116.473164774,800,750,L,CO,VH,4,A,0.0,0,0.0,0,34.6,440,17.0,595,0.0,0.0,0.0,0.0,15.3,2019,-2.116366910322089,-0.6029601948871248,blue
BELARUS STATE UNIVERSITY,Belarus,53.8989,27.5596,354,334,L,FO,HI,4,A,16.4,501,30.8,316,95.3,61,1.7,601,9.0,601.0,24.4,471.0,30.8,2019,0.3582147061856683,-0.8489972312729499,blue
BELARUSIAN NATIONAL TECHNICAL UNIVERSITY,Belarus,53.91916299,27.588997644,1000,800,L,SP,LO,4,A,0.0,0,20.3,459,39.0,394,0.0,0,0.0,0.0,0.0,0.0,14.2,2019,-2.3456517246625967,-0.5980232331433767,blue
BEN GURION UNIVERSITY OF THE NEGEV,Israel,31.2573139707,34.800903463,407,352,L,FC,VH,3,A,16.8,488,13.4,501,20.3,601,52.7,205,72.6,237.0,26.5,457.0,27.7,2019,0.3297373085222425,1.2838471362719786,blue
BENEMÉRITA UNIVERSIDAD AUTÓNOMA DE PUEBLA,Mexico,19.033333,-98.183334,1000,1000,XL,FC,MD,5,A,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,14.2,2019,-2.9790137648895474,-0.9390363583044514,blue
BI NORWEGIAN BUSINESS SCHOOL,Norway,59.9425578964,10.7675319299,1000,1000,L,SP,VH,4,B,0.0,0,0.0,0,0.0,0,0.0,0,84.1,195.0,20.5,515.0,0.0,2019,-2.6858475210947823,1.361224285672072,blue
BILKENT UNIVERSITY,Turkey,39.875275,32.748524,456,430,M,CO,VH,3,B,20.5,395,38.8,237,21.4,601,24.8,481,66.4,257.0,15.8,575.0,25.5,2019,0.079766374220618,0.9882833566730588,blue
BINGHAMTON UNIVERSITY SUNY,United States,42.08925,-75.96989,1000,1000,L,CO,HI,4,A,0.0,0,0.0,0,0.0,0,25.2,476,15.3,592.0,36.8,374.0,14.2,2019,-2.460242252237148,0.5370887428151927,blue
"BIRKBECK COLLEGE, UNIVERSITY OF LONDON",United Kingdom,51.5219,-0.1303,306,308,M,FO,VH,5,A,15.4,501,7.8,501,25.1,568,62.0,144,96.9,114.0,98.6,48.0,34.2,2019,1.6467560544747322,1.4513647804429288,blue
BIRLA INSTITUTE OF TECHNOLOGY AND SCIENCE,India,15.387831782,73.873163174,1000,1000,M,CO,VH,5,B,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,14.2,2019,-2.9790137648895474,-0.9390363583044514,blue
BIRZEIT UNIVERSITY,Palestinian Territory,31.9552,35.1751,1000,1000,L,CO,MD,4,B,0.0,0,0.0,0,0.0,0,0.0,0,15.3,591.0,0.0,0.0,14.2,2019,-3.0060358060374743,-0.069063084771903,blue
BOGOR AGRICULTURAL UNIVERSITY,Indonesia,-6.595038,106.816635,750,800,L,CO,HI,4,A,16.7,493,0.0,0,26.9,540,0.0,0,34.3,428.0,0.0,0.0,17.1,2019,-1.8506638435402056,-0.1574685744787411,blue
BOND UNIVERSITY,Australia,-28.0711,153.4099,443,440,S,FC,HI,3,B,3.0,501,9.9,501,51.4,299,18.2,581,98.8,78.0,97.7,56.0,26.0,2019,0.4672806343263899,2.7404810385430265,blue
BOSTON COLLEGE,United States,42.334515,-71.168648,376,339,L,CO,HI,5,B,23.4,352,29.4,333,31.6,482,29.1,441,73.1,235.0,20.7,510.0,29.2,2019,0.7475957700269564,-0.2312456438346971,blue
BOSTON UNIVERSITY,United States,42.3496,-71.0997,93,81,L,FC,VH,5,B,62.4,105,66.0,106,70.8,192,51.9,215,28.6,461.0,87.0,119.0,62.0,2019,3.793642174457241,-0.6020285801125072,red
BOURNEMOUTH UNIVERSITY,United Kingdom,50.718395,-1.883377,750,750,L,CO,HI,3,A,0.0,0,0.0,0,0.0,0,0.0,0,81.7,203.0,51.8,282.0,17.1,2019,-1.640864949141674,2.249393139786101,blue
BOĞAZIÇI ÜNIVERSITESI,Turkey,41.083556,29.050598,580,500,L,CO,HI,5,A,18.9,430,52.0,159,0.0,0,26.7,462,19.0,553.0,0.0,0.0,21.0,2019,-0.4173094820292519,-1.0735367578301849,blue
BRANDEIS UNIVERSITY,United States,42.3657,-71.2597,429,420,M,CO,VH,4,B,12.1,501,20.6,454,31.8,480,41.7,312,20.2,532.0,82.8,135.0,26.8,2019,0.3877845261748216,0.7244981177425952,blue
BRIGHAM YOUNG UNIVERSITY,United States,40.25,-111.65,1000,800,XL,CO,VH,5,B,0.0,0,26.3,370,0.0,0,23.3,505,0.0,0.0,0.0,0.0,14.2,2019,-2.1693480105311846,-1.0097920813558914,blue
BRNO UNIVERSITY OF TECHNOLOGY,Czech Republic,49.2009241963,16.6021660913,700,650,L,FO,VH,5,A,0.0,0,36.6,254,0.0,0,0.0,0,0.0,0.0,61.4,235.0,18.6,2019,-1.2000522072184323,-0.1985468628006272,blue
BROWN UNIVERSITY,United States,41.82682,-71.402931,56,53,M,FC,VH,5,B,62.5,104,52.7,156,81.2,143,89.8,35,88.1,176.0,58.3,252.0,72.0,2019,4.58321039625141,-0.2272261332805083,red
BRUNEL UNIVERSITY,United Kingdom,51.5263,-0.4703,332,346,M,CO,VH,4,A,11.9,501,16.8,501,21.0,601,56.9,183,98.9,75.0,98.5,50.0,32.0,2019,1.3840053030960051,2.175479838459993,blue
BUDAPEST UNIVERSITY OF TECHNOLOGY AND ECONOMICS,Hungary,47.475498098,19.05333312,1000,800,L,FO,VH,5,A,0.0,0,20.4,457,0.0,0,0.0,0,0.0,0.0,0.0,0.0,14.2,2019,-2.49143039065983,-1.0245670210718143,blue
CAIRO UNIVERSITY,Egypt,30.0276,31.21014,530,490,XL,FC,VH,5,A,30.8,263,55.0,145,0.0,0,0.0,0,0.0,0.0,0.0,0.0,22.8,2019,-0.5175380563376836,-1.480289883002763,blue
CALIFORNIA INSTITUTE OF TECHNOLOGY (CALTECH),United States,34.138,-118.125,4,4,S,CO,VH,5,B,98.7,21,81.2,72,100.0,4,100.0,5,96.8,115.0,90.3,103.0,97.2,2019,6.623546605951785,-0.0609094536820287,red
CARDIFF UNIVERSITY,United Kingdom,51.481583,-3.17909,145,137,L,FC,VH,5,A,47.5,159,44.7,199,56.3,277,39.3,332,72.0,241.0,79.8,147.0,50.3,2019,2.951056770237671,0.1989843027918621,red
CARLETON UNIVERSITY,Canada,45.3831,-75.6976,700,700,L,CO,VH,4,A,0.0,0,0.0,0,0.0,0,48.5,249,0.0,0.0,18.0,548.0,18.6,2019,-1.639345407368807,-0.1539129889609658,blue
CARNEGIE MELLON UNIVERSITY,United States,40.443322,-79.943583,46,47,L,FC,VH,5,B,78.5,65,79.0,79,45.7,336,95.4,24,78.3,215.0,100.0,20.0,76.6,2019,5.297862534705126,0.3386265776373763,red
CASE WESTERN RESERVE UNIVERSITY,United States,41.5042,-81.6085,186,213,M,FC,VH,5,B,20.6,394,11.3,501,97.4,49,53.5,202,43.2,357.0,72.2,180.0,45.4,2019,2.117859408021712,-0.3213072800051776,blue
CENTRAL EUROPEAN UNIVERSITY,Hungary,47.497913,19.040236,1000,1000,S,FO,VH,3,B,17.5,470,21.1,446,95.1,63,29.8,434,100.0,27.0,100.0,5.0,0.0,2019,-0.616822503722459,2.887508962299885,blue
CENTRAL QUEENSLAND UNIVERSITY,Australia,-23.3175,150.5177,650,650,M,CO,HI,3,A,0.0,0,0.0,0,28.7,522,0.0,0,98.4,92.0,94.8,80.0,20.2,2019,-0.6987139978010636,2.961334430689119,blue
CENTRAL SOUTH UNIVERSITY,China,28.173,112.925,1000,1000,XL,FC,VH,2,A,0.0,0,0.0,0,0.0,0,36.2,351,0.0,0.0,0.0,0.0,14.2,2019,-2.9790012969410014,1.0072614697176925,blue
CENTRALESUPÉLEC,France,48.701801,2.1339,137,177,S,FO,VH,1,A,17.4,473,100.0,6,87.7,101,43.1,298,74.3,227.0,90.6,102.0,51.5,2019,3.03038687320237,2.920651211004456,red
CHALMERS UNIVERSITY OF TECHNOLOGY,Sweden,57.6863,11.9727,128,133,M,CO,VH,5,B,28.8,290,67.3,105,69.4,201,69.0,106,94.0,135.0,56.1,257.0,53.6,2019,3.439483381939628,0.1805741598444727,red
CHANG GUNG UNIVERSITY,Taiwan,25.055401,121.549599,429,490,M,FO,VH,3,B,4.1,501,5.1,501,72.5,184,47.0,267,4.9,601.0,9.5,601.0,26.8,2019,-0.4319924275492147,-0.1629832908138161,blue
CHARLES DARWIN UNIVERSITY,Australia,-12.3705,130.8835,700,700,M,CO,HI,2,A,0.0,0,0.0,0,0.0,0,28.2,448,60.5,291.0,97.7,55.0,18.6,2019,-1.1148905365740438,3.285819826479384,blue
CHARLES STURT UNIVERSITY,Australia,-33.8738,151.2083,1000,1000,L,CO,HI,5,A,0.0,0,0.0,0,0.0,0,0.0,0,19.3,543.0,67.0,208.0,14.2,2019,-2.348579614110118,0.4165265605529081,blue
CHARLES UNIVERSITY,Czech Republic,50.0884,14.4037,317,314,XL,FC,VH,5,A,38.2,202,36.2,256,43.1,361,11.4,601,19.0,552.0,47.8,299.0,33.2,2019,0.9545147136324956,-0.831791763896341,blue
CHIANG MAI UNIVERSITY,Thailand,18.8026,98.9516,700,600,XL,FC,HI,4,A,27.6,305,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,18.6,2019,-1.7873726900985962,-0.6785416622592381,blue
CHIBA UNIVERSITY,Japan,35.6253324987,140.091316301,464,550,L,FC,VH,5,A,13.0,501,5.6,501,77.3,159,15.5,601,9.3,601.0,6.3,601.0,25.2,2019,-0.4876648879136873,-1.4962401364253195,blue
CHINA AGRICULTURAL UNIVERSITY,China,40.001499994,116.35166526,700,750,L,FC,VH,5,A,0.0,0,0.0,0,32.2,473,32.8,392,0.0,0.0,0.0,0.0,18.6,2019,-1.6443814756626964,-1.2498800824860283,blue
CHONBUK NATIONAL UNIVERSITY,South Korea,36.629,127.457,580,550,L,FC,HI,4,A,0.0,0,0.0,0,57.2,273,19.6,559,0.0,0.0,0.0,0.0,21.0,2019,-1.304009137150134,-0.8606793109873526,blue
CHONGQING UNIVERSITY,China,29.439325,106.887703,1000,1000,XL,CO,VH,4,A,0.0,0,0.0,0,0.0,0,29.7,436,0.0,0.0,0.0,0.0,14.2,2019,-2.789687632187914,-0.2747024452786347,blue
CHONNAM NATIONAL UNIVERSITY,South Korea,35.166668,126.916664,700,650,L,FC,VH,4,A,0.0,0,0.0,0,48.2,317,19.8,552,0.0,0.0,0.0,0.0,18.6,2019,-1.6805962868239273,-0.7428277429963344,blue
CHRISTIAN-ALBRECHTS-UNIVERSITÄT ZU KIEL,Germany,54.33666532,10.120166186,453,440,L,FC,VH,5,A,17.6,467,7.5,501,56.1,280,25.2,475,17.3,570.0,12.3,601.0,25.6,2019,-0.1945117677842359,-1.2254083050027598,blue
CHULALONGKORN UNIVERSITY,Thailand,13.7383,100.5324,271,245,XL,FC,HI,5,A,58.6,118,44.9,197,28.1,529,8.7,601,15.7,586.0,3.3,601.0,36.3,2019,1.0594743096643973,-1.684223398867574,blue
CHUNG-ANG UNIVERSITY,South Korea,37.5326,127.024612,397,1000,L,FC,HI,5,B,13.3,501,21.0,448,80.3,148,10.4,601,20.4,529.0,30.6,423.0,28.2,2019,-0.4671143674056143,-0.8602387242221291,blue
CHUNGNAM NATIONAL UNIVERSITY,South Korea,36.351002,127.385002,750,1000,L,FC,HI,4,A,0.0,0,0.0,0,36.0,422,0.0,0,0.0,0.0,0.0,0.0,17.1,2019,-2.489586615405584,-0.5622546731270025,blue
CITY UNIVERSITY LONDON,United Kingdom,51.50853,-0.12574,351,343,L,CO,HI,5,A,15.4,501,24.8,392,13.4,601,49.2,244,95.3,129.0,99.8,27.0,31.0,2019,1.4690868511679134,1.5167565266054504,blue
CITY UNIVERSITY OF HONG KONG,Hong Kong,22.3351853259,114.170459318,55,49,M,CO,VH,3,A,55.6,129,39.2,235,90.9,83,88.7,39,100.0,20.0,97.3,62.0,72.1,2019,4.499047077586543,1.846694080134038,red
CITY UNIVERSITY OF NEW YORK,United States,40.8209339,-73.9529155,650,550,XL,CO,VH,5,A,30.4,265,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,20.2,2019,-1.464873683970283,-1.3672811334593726,blue
CLARK UNIVERSITY,United States,42.251,-71.8232,461,550,S,CO,VH,5,B,5.0,501,2.7,501,36.0,421,54.7,196,17.9,564.0,79.5,149.0,25.3,2019,0.1033935108338596,0.1034559834652355,blue
CLARKSON UNIVERSITY,United States,44.6635,-74.9991,650,700,S,CO,VH,5,B,0.0,0,0.0,0,25.4,565,55.1,194,36.6,405.0,0.0,0.0,20.2,2019,-1.0543097382077358,-0.6726829707148877,blue
CLEMSON UNIVERSITY,United States,34.683437,-82.837364,750,750,L,CO,VH,5,A,0.0,0,0.0,0,0.0,0,30.6,423,0.0,0.0,0.0,0.0,17.1,2019,-1.988131597147352,-1.0598293832615855,blue
COLLEGE OF WILLIAM & MARY,United States,37.2711,-76.7075,590,600,M,CO,VH,5,A,0.0,0,0.0,0,44.0,352,23.8,494,0.0,0.0,14.8,596.0,20.8,2019,-1.1882910817233294,-1.16923241753857,blue
