Institution,Country,Latitude,Longitude
MANIPAL ACADEMY OF HIGHER EDUCATION,India,13.354717,74.785142
MANIPAL UNIVERSITY,India,13.354717,74.785142
MARQUETTE UNIVERSITY,United States,43.0381805,-87.928479
MARTIN-LUTHER-UNIVERSITÄT HALLE-WITTENBERG,Germany,51.486307,11.969227
MASARYK UNIVERSITY,Czech Republic,49.19249923,16.602997588
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),United States,42.358984,-71.0935805
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT) ,United States,42.358984,-71.0935805
MASSEY UNIVERSITY,New Zealand,-40.3850435,175.6169295
MAYNOOTH UNIVERSITY,Ireland,53.380368,-6.5976325
MCGILL UNIVERSITY,Canada,45.50463675,-73.5763445
MCMASTER UNIVERSITY,Canada,43.2620975,-79.9191015
MEIJI UNIVERSITY,Japan,35.698734,139.762093
MEMORIAL UNIVERSITY OF NEWFOUNDLAND,Canada,48.939199,-57.936333
MIAMI UNIVERSITY,United States,39.5047545,-84.7837535
MICHIGAN STATE UNIVERSITY,United States,42.7265225,-84.481054
MICHIGAN TECHNOLOGICAL UNIVERSITY,United States,47.1195605,-88.548516
MIDDLE EAST TECHNICAL UNIVERSITY,Turkey,35.247662,33.023643
MIDDLESEX UNIVERSITY,United Kingdom,51.58959,-0.228408
MISSOURI UNIVERSITY OF SCIENCE AND TECHNOLOGY,United States,37.955188,-91.773536
MONASH UNIVERSITY,Australia,-37.91063,145.133607
MOSCOW INSTITUTE OF PHYSICS AND TECHNOLOGY STATE UNIVERSITY,Russia,56.8425105,60.65192
MOSCOW STATE INSTITUTE OF INTERNATIONAL RELATIONS – MGIMO UNIVERSITY,Russia,55.672222,37.486944
MOSCOW STATE INSTITUTE OF INTERNATIONAL RELATIONS – MGIMO UNIVERSITY ,Russia,55.6718195,37.48924
MULTIMEDIA UNIVERSITY (MMU),Malaysia,2.2485815,102.275817
MURDOCH UNIVERSITY,Australia,-32.06937175,115.841134
MUSTANSIRIYAH UNIVERSITY,Iraq,33.3385,44.3896
NAGASAKI UNIVERSITY,Japan,32.7856985,129.8648125
NAGOYA INSTITUTE OF TECHNOLOGY (NIT),Japan,35.366517,137.113048
NAGOYA UNIVERSITY,Japan,35.156525,136.9245875
NANJING UNIVERSITY,China,32.116885,118.958144
NANKAI UNIVERSITY,China,39.101647,117.1661475
NANYANG TECHNOLOGICAL UNIVERSITY (NTU),Singapore,1.347227,103.681792
NATIONAL AND KAPODISTRIAN UNIVERSITY OF ATHENS,Greece,37.975162766,23.733663732
NATIONAL CENTRAL UNIVERSITY,Taiwan,24.9676311295,121.18906591
NATIONAL CHENG KUNG UNIVERSITY,Taiwan,22.996304,120.218153
NATIONAL CHENGCHI UNIVERSITY,Taiwan,24.987311,121.575021
NATIONAL CHIAO TUNG UNIVERSITY,Taiwan,24.7917755,120.9921855
NATIONAL CHUNG CHENG UNIVERSITY,Taiwan,23.563347,120.4740845
NATIONAL CHUNG HSING UNIVERSITY,Taiwan,24.9454515,121.37207
"NATIONAL RESEARCH NUCLEAR UNIVERSITY ""MEPHI"" (MOSCOW ENGINEERING PHYSICS INSTITUTE)",Russia,55.649722,37.664444
NATIONAL RESEARCH SARATOV STATE UNIVERSITY,Russia,51.592365,45.960804
NATIONAL RESEARCH UNIVERSITY - HIGHER SCHOOL OF ECONOMICS (HSE),Russia,55.761593800851,37.6332859272397
"NATIONAL RESEARCH UNIVERSITY HIGHER SCHOOL OF ECONOMICS (HSE, MOSCOW)",Russia,55.7620012783421,37.6329747926017
NATIONAL SUN YAT-SEN UNIVERSITY,Taiwan,22.630732,120.263924
NATIONAL TAIPEI UNIVERSITY OF TECHNOLOGY,Taiwan,25.0283905,121.53762175
NATIONAL TAIWAN NORMAL UNIVERSITY,Taiwan,25.021115625,121.5361145
NATIONAL TAIWAN UNIVERSITY (NTU),Taiwan,25.021115625,121.5361145
NATIONAL TAIWAN UNIVERSITY OF SCIENCE AND TECHNOLOGY,Taiwan,25.0283905,121.53762175
"NATIONAL TECHNICAL UNIVERSITY ""KHARKIV POLYTECHNIC INSTITUTE""",Ukraine,50.042547,36.284366
NATIONAL TECHNICAL UNIVERSITY OF ATHENS,Greece,37.976594,23.784194
"NATIONAL TECHNICAL UNIVERSITY OF UKRAINE ""KYIV POLYTECHNIC INSTITUTE""",Ukraine,50.449091,30.459302
NATIONAL TSING HUA UNIVERSITY,Taiwan,24.794726,120.9942755
NATIONAL UNIVERSITY LVIV POLYTECHNIC,Ukraine,49.825183,24.038971
"NATIONAL UNIVERSITY OF IRELAND, GALWAY (NUIG)",Ireland,53.278024875,-9.0608545
"NATIONAL UNIVERSITY OF SCIENCE AND TECHNOLOGY ""MISIS""",Russia,55.7275,37.6075
NATIONAL UNIVERSITY OF SCIENCES AND TECHNOLOGY (NUST) ISLAMABAD,Pakistan,33.6449595,72.98959
NATIONAL UNIVERSITY OF SINGAPORE (NUS),Singapore,1.294541875,103.776866875
NATIONAL YANG MING UNIVERSITY,Taiwan,25.1216,121.51381
NEW JERSEY INSTITUTE OF TECHNOLOGY (NJIT),United States,40.742124,-74.178891
NEW SCHOOL UNIVERSITY,United States,40.735506,-73.993784
NEW YORK UNIVERSITY (NYU),United States,40.861041,-73.88549
NEWCASTLE UNIVERSITY,United Kingdom,54.978,-1.615
NICOLAUS COPERNICUS UNIVERSITY,Poland,53.017456,18.573509
NICOLAUS COPERNICUS UNIVERSITY ,Poland,53.017456,18.573509
NIIGATA UNIVERSITY,Japan,37.6719125,139.0649505
NORTH CAROLINA STATE UNIVERSITY,United States,35.7861945,-78.6727755
NORTH-WEST UNIVERSITY,South Africa,-26.688943,27.092564
NORTHEASTERN UNIVERSITY,United States,42.3397355,-71.0883555
NORTHUMBRIA UNIVERSITY AT NEWCASTLE,United Kingdom,54.975413,-1.60413825
NORTHWESTERN UNIVERSITY,United States,42.0530945,-87.6752305
NORWEGIAN UNIVERSITY OF SCIENCE AND TECHNOLOGY,Norway,63.41833166,10.401498394
NOTRE DAME UNIVERSITY - LOUAIZE (NDU),Lebanon,33.950083,35.612281
NOTRE DAME UNIVERSITY-LOUAIZE (NDU),Lebanon,33.950083,35.612281
NOTTINGHAM TRENT UNIVERSITY,United Kingdom,52.956867,-1.152464
NOVOSIBIRSK STATE TECHNICAL UNIVERSITY,Russia,54.843495,83.092979
NOVOSIBIRSK STATE UNIVERSITY,Russia,55.000639,83.0180525
O. P. JINDAL GLOBAL UNIVERSITY,India,28.926401,77.056798
OCHANOMIZU UNIVERSITY,Japan,35.7185965,139.732527
OHIO STATE UNIVERSITY,United States,40.077497,-83.0742335
OHIO UNIVERSITY,United States,39.962196,-82.0324
OKAYAMA UNIVERSITY,Japan,34.685822,133.918641
OKLAHOMA STATE UNIVERSITY,United States,36.127598,-97.0744785
OKLAHOMA STATE UNIVERSITY ,United States,36.127598,-97.0744785
OREGON STATE UNIVERSITY,United States,44.5643185,-123.2768405
OSAKA CITY UNIVERSITY,Japan,34.617467,135.516784
OSAKA PREFECTURE UNIVERSITY,Japan,34.7704445,135.629295
OSAKA PREFECTURE UNIVERSITY ,Japan,34.7704445,135.629295
OSAKA UNIVERSITY,Japan,34.823534,135.520052
OXFORD BROOKES UNIVERSITY,United Kingdom,51.754836,-1.224004
PADJADJARAN UNIVERSITY,Indonesia,-6.904444,107.799397
PAKISTAN INSTITUTE OF ENGINEERING AND APPLIED SCIENCES (PIEAS),Pakistan,33.673038,72.984138
PALACKÝ UNIVERSITY IN OLOMOUC,Czech Republic,49.59508,17.25914
PANJAB UNIVERSITY,India,30.758014,76.767633
PARIS LODRON UNIVERSITÄT SALZBURG,Austria,47.80441875,13.0435565
PEKING UNIVERSITY,China,39.990647,116.304231
PENNSYLVANIA STATE UNIVERSITY,United States,40.797229,-77.870724
PEOPLE'S FRIENDSHIP UNIVERSITY OF RUSSIA,Russia,55.651,37.505
PETER THE GREAT ST.PETERSBURG POLYTECHNIC UNIVERSITY,Russia,60.0044,30.3704
PHILIPPS-UNIVERSITÄT MARBURG,Germany,50.807051,8.769975
PHILIPPS-UNIVERSITÄT MARBURG ,Germany,50.807051,8.769975
PLEKHANOV RUSSIAN UNIVERSITY OF ECONOMICS,Russia,55.727778,37.628056
POHANG UNIVERSITY OF SCIENCE AND TECHNOLOGY (POSTECH),South Korea,36.012097,129.3227425
POLITECNICO DI BARI,Italy,41.1091045,16.878695
POLITECNICO DI MILANO,Italy,45.4783085,9.2274625
POLITECNICO DI TORINO,Italy,45.062829,7.661601
POLITÉCNICA DE MADRID,Spain,40.4492,-3.7281
PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,Ecuador,-0.2100775,-78.4921495
PONTIFICIA UNIVERSIDAD CATÓLICA ARGENTINA SANTA MARÍA DE LOS BUENOS AIRES (UCA),Argentina,-34.565893,-58.501315
PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,Chile,-33.430212625,-70.62920125
PONTIFICIA UNIVERSIDAD CATÓLICA DE VALPARAÍSO,Chile,-33.044658,-71.605754
PONTIFICIA UNIVERSIDAD CATÓLICA DEL ECUADOR,Ecuador,-0.2100775,-78.4921495
PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ,Peru,-12.069502,-77.079535
PONTIFICIA UNIVERSIDAD JAVERIANA,Colombia,4.629213,-74.06451925
PONTIFICIA UNIVERSIDADE CATÓLICA DE SÃO PAULO (PUC-SP),Brazil,-23.549166,-46.64976
PONTIFICIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO - PUC - RIO,Brazil,-23.000373,-43.330713
PONTIFICIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,Brazil,-30.0578835,-51.1745275
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO - PUC - RIO,Brazil,-23.000373,-43.330713
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,Brazil,-30.0578835,-51.1745275
POZNAN UNIVERSITY OF TECHNOLOGY,Poland,52.3941445,16.918359
PRINCE OF SONGKLA UNIVERSITY,Thailand,7.893774,98.35337
PRINCESS SUMAYA UNIVERSITY FOR TECHNOLOGY,Jordan,32.02317,35.87627
PRINCETON UNIVERSITY,United States,40.3451335,-74.65832225
PSL UNIVERSITY,France,48.854662,2.337813
PURDUE UNIVERSITY,United States,40.416012,-86.929836
PUSAN NATIONAL UNIVERSITY,South Korea,35.233648,129.079376
QAFQAZ UNIVERSITY ,Azerbaijan,40.475772,49.727518
QATAR UNIVERSITY,Qatar,25.3741735,51.4899
QUAID-I-AZAM UNIVERSITY,Pakistan,33.747222,73.138889
QUEEN MARY UNIVERSITY OF LONDON (QMUL),United Kingdom,51.52172,-0.09858
QUEEN'S UNIVERSITY,Canada,44.225,-76.4951
QUEEN'S UNIVERSITY OF BELFAST,United Kingdom,54.5843055,-5.9349535
QUEENSLAND UNIVERSITY OF TECHNOLOGY (QUT),Australia,-27.4728,153.0235
RADBOUD UNIVERSITY NIJMEGEN,Netherlands,51.819399,5.861442
RENMIN (PEOPLE’S) UNIVERSITY OF CHINA,China,39.9699825,116.3122275
RENSSELAER POLYTECHNIC INSTITUTE,United States,42.7300305,-73.678599
RHEINISCH-WESTFÄLISCHE TECHNISCHE HOCHSCHULE AACHEN,Germany,50.778378,6.0773465
RHEINISCHE FRIEDRICH-WILHELMS-UNIVERSITÄT BONN,Germany,50.73385825,7.103284375
RHODES UNIVERSITY,South Africa,-33.3136575,26.520073
RHODES UNIVERSITY ,South Africa,-33.3136575,26.520073
RICE UNIVERSITY,United States,29.717171,-95.4018215
RIGA STRADINS UNIVERSITY,Latvia,56.9392455,24.1562905
RIGA TECHNICAL UNIVERSITY,Latvia,56.9392455,24.1562905
RIKKYO UNIVERSITY,Japan,35.7305375,139.7038585
RITSUMEIKAN UNIVERSITY,Japan,35.031364,135.725175
RMIT UNIVERSITY,Australia,-37.8047,144.958
ROVIRA I VIRGILI UNIVERSITY,Spain,39.5847201785936,2.64776330623175
ROYAL HOLLOWAY UNIVERSITY OF LONDON,United Kingdom,51.424741125,-0.56661225
RUDN UNIVERSITY,Russia,55.751244,37.618423
RUHR-UNIVERSITÄT BOCHUM,Germany,51.4442295,7.2613645
RUPRECHT-KARLS-UNIVERSITÄT HEIDELBERG,Germany,49.410121,8.706576
"RUTGERS - THE STATE UNIVERSITY OF NEW JERSEY, NEW BRUNSWICK",United States,40.50023125,-74.44789075
"RUTGERS - THE STATE UNIVERSITY OF NEW JERSEY, NEWARK",United States,40.50023125,-74.44789075
RYERSON UNIVERSITY,Canada,43.6578175,-79.380345
SABANCI UNIVERSITY,Turkey,40.892037,29.378545
SAINT-PETERSBURG STATE UNIVERSITY,Russia,59.9313,30.3264
SAITAMA UNIVERSITY,Japan,35.553433,139.647862
SAMARA NATIONAL RESEARCH UNIVERSITY (SAMARA UNIVERSITY),Russia,53.241505,50.221245
SAN DIEGO STATE UNIVERSITY,United States,32.7752265,-117.071346
SAPIENZA - UNIVERSITÀ DI ROMA,Italy,41.903316,12.5459145
SARAJEVO SCHOOL OF SCIENCE AND TECHNOLOGY,Bosnia and Herzegovina,43.85643,18.413029
SAVITRIBAI PHULE PUNE UNIVERSITY,India,18.547311,73.82637
SCIENCES PO PARIS,France,48.8547245625,2.3285310625
SCUOLA NORMALE SUPERIORE,Italy,43.719525,10.400176
SCUOLA NORMALE SUPERIORE DI PISA,Italy,43.719525,10.400176
SCUOLA SUPERIORE SANT'ANNA PISA,Italy,43.7203565,10.402789
SEJONG UNIVERSITY,South Korea,37.596275,127.0522025
SEJONG UNIVERSITY ,South Korea,37.596275,127.0522025
SEOUL NATIONAL UNIVERSITY (SNU),South Korea,37.46,126.95
SEOUL NATIONAL UNIVERSITY OF SCIENCE AND TECHNOLOGY,South Korea,37.6319375,127.078018
SEOUL NATIONAL UNIVERSITY OF SCIENCE AND TECHNOLOGY ,South Korea,37.6319375,127.078018
SEPULUH NOPEMBER INSTITUTE OF TECHNOLOGY,Indonesia,-7.281601,112.7929965
SHAHID BEHESHTI UNIVERSITY TEHRAN,Iran,35.802222,51.393333
SHANDONG UNIVERSITY,China,37.526157,122.048467
SHANGHAI INTERNATIONAL STUDIES UNIVERSITY,China,31.27880275,121.4795805
SHANGHAI JIAO TONG UNIVERSITY,China,31.200472,121.429896
SHANGHAI UNIVERSITY,China,31.3170155,121.389705
SHARIF UNIVERSITY OF TECHNOLOGY,Iran,35.701075529,51.3508619299
SHEFFIELD HALLAM UNIVERSITY,United Kingdom,53.379079,-1.46524
SHENZHEN UNIVERSITY,China,22.528156,113.930368
SHINSHU UNIVERSITY,Japan,36.251273,137.978024
SHINSHU UNIVERSITY ,Japan,36.251273,137.978024
SHIRAZ UNIVERSITY,Iran,29.591768,52.583698
SIBERIAN FEDERAL UNIVERSITY,Russia,56.0042255,92.770364
SICHUAN UNIVERSITY,China,30.675937,104.100308
SIMON FRASER UNIVERSITY,Canada,49.279063,-122.917549
SINGAPORE MANAGEMENT UNIVERSITY,Singapore,1.296981,103.8496005
SLOVAK UNIVERSITY OF TECHNOLOGY IN BRATISLAVA,Slovakia,48.150757,17.114381
SMITH COLLEGE,United States,42.3186065,-72.638525
"SOAS - SCHOOL OF ORIENTAL AND AFRICAN STUDIES, UNIVERSITY OF LONDON",United Kingdom,51.522072,-0.12895725
"SOAS - SCHOOL OF ORIENTAL AND AFRICAN STUDIES, UNIVERSITY OF LONDON ",United Kingdom,51.522072,-0.12895725
"SOFIA UNIVERSITY ""ST. KLIMENT OHRIDSKI""",Bulgaria,42.6494986,23.3571502
SOGANG UNIVERSITY,South Korea,37.5515955,126.9410355
SOPHIA UNIVERSITY,Japan,35.68680425,139.734257
SOPHIA UNIVERSITY ,Japan,35.68680425,139.734257
SORBONNE UNIVERSITY,France,48.837654,2.360779
SOUTH CHINA UNIVERSITY OF TECHNOLOGY,China,23.1563715,113.340126
SOUTH URAL STATE UNIVERSITY,Russia,56.850434,60.575475
SOUTHEAST UNIVERSITY,China,32.054666448,118.78666352
SOUTHERN CROSS UNIVERSITY,Australia,-28.8174585,153.3001105
SOUTHERN CROSS UNIVERSITY ,Australia,-28.8174585,153.3001105
SOUTHERN FEDERAL UNIVERSITY,Russia,47.2247,39.7286
SOUTHERN METHODIST UNIVERSITY,United States,32.8429835,-96.7847485
STANFORD UNIVERSITY,United States,37.424892,-122.168986
STELLENBOSCH UNIVERSITY,South Africa,-33.93143,18.8647905
STEVENS INSTITUTE OF TECHNOLOGY,United States,40.7449025,-74.0246695
STOCKHOLM SCHOOL OF ECONOMICS,Sweden,59.341678,18.0569615
STOCKHOLM UNIVERSITY,Sweden,59.33627,18.063173
STONY BROOK UNIVERSITY,United States,40.91,-73.13
SULTAN QABOOS UNIVERSITY,Oman,23.6002642,58.168135
SUMY STATE UNIVERSITY,Ukraine,50.890101,34.754395
SUN YAT-SEN UNIVERSITY,China,23.06818,113.38559
SUNGKYUNKWAN UNIVERSITY,South Korea,37.585447,126.995297
SUNWAY UNIVERSITY,Malaysia,3.06816625,101.603976
SWANSEA UNIVERSITY,United Kingdom,51.6093304375,-3.9804559375
SWINBURNE UNIVERSITY OF TECHNOLOGY,Australia,-37.8221504,145.0389
SYRACUSE UNIVERSITY,United States,43.038514,-76.13476
TAIPEI MEDICAL UNIVERSITY,Taiwan,25.027445,121.563075
TALLINN UNIVERSITY,Estonia,59.395,24.6719
TALLINN UNIVERSITY OF TECHNOLOGY,Estonia,59.43696,24.75353
TAMPERE UNIVERSITY,Finland,61.49534,23.77794
TAMPERE UNIVERSITY OF TECHNOLOGY,Finland,61.4429782281,23.8559815761
TAMPERE UNIVERSITY OF TECHNOLOGY ,Finland,28.362228,75.588597
TARAS SHEVCHENKO NATIONAL UNIVERSITY OF KYIV,Ukraine,50.4384732461,30.5067863062
TAYLOR'S UNIVERSITY,Malaysia,3.064331,101.61658
TECHNICAL UNIVERSITY OF DENMARK,Denmark,55.784122,12.519059
TECHNICAL UNIVERSITY OF KOSICE,Slovakia,48.719853,21.251378
TECHNICAL UNIVERSITY OF LIBEREC,Czech Republic,50.593745,15.163491
TECHNION - ISRAEL INSTITUTE OF TECHNOLOGY,Israel,32.776365,35.0223235
TECHNISCHE UNIVERSITÄT BERLIN,Germany,52.5117255,13.3266705
TECHNISCHE UNIVERSITÄT BRAUNSCHWEIG,Germany,52.5117255,13.3266705
TECHNISCHE UNIVERSITÄT DARMSTADT,Germany,49.874661,8.660525
TECHNISCHE UNIVERSITÄT DORTMUND,Germany,51.492594,7.415056
TECHNISCHE UNIVERSITÄT DRESDEN,Germany,51.028554,13.7285075
TECHNISCHE UNIVERSITÄT GRAZ,Austria,47.07337425,15.44966475
TECHNISCHE UNIVERSITÄT MÜNCHEN,Germany,48.14852,11.5676645
TECHNISCHE UNIVERSITÄT WIEN,Austria,48.198896,16.369325
TECNOLÓGICO DE COSTA RICA (TEC),Costa Rica,9.856876,-83.911525
TECNOLÓGICO DE COSTA RICA -TEC,Costa Rica,9.855722,-83.910982
TECNOLÓGICO DE MONTERREY (ITESM),Mexico,19.283703,-99.136333
TEL AVIV UNIVERSITY,Israel,32.113110125,34.8033525
TELECOM PARISTECH,France,48.828387,2.341135
TEMPLE UNIVERSITY,United States,39.9808005,-75.155202
TEXAS A&M UNIVERSITY,United States,30.614044,-96.342133
TEXAS TECH UNIVERSITY,United States,33.583064,-101.8777325
THAMMASAT UNIVERSITY,Thailand,14.076421,100.5987
THAPAR UNIVERSITY,India,30.352803,76.371323
THE AMERICAN UNIVERSITY IN CAIRO,Egypt,30.0199635,31.5001465
THE CATHOLIC UNIVERSITY OF KOREA,South Korea,37.278407,127.027788
THE CATHOLIC UNIVERSITY OF KOREA ,South Korea,37.278407,127.027788
THE CHINESE UNIVERSITY OF HONG KONG (CUHK),Hong Kong,22.418587,114.2081345
THE HONG KONG POLYTECHNIC UNIVERSITY,Hong Kong,22.3046025,114.179821
THE HONG KONG UNIVERSITY OF SCIENCE AND TECHNOLOGY (HKUST),Hong Kong,22.3374505,114.263211
THE ROBERT GORDON UNIVERSITY,United Kingdom,57.148018,-2.101656
THE UNIVERSITY OF ADELAIDE,Australia,-34.9202175,138.604911
THE UNIVERSITY OF AUCKLAND,New Zealand,-36.852596,174.769411
THE UNIVERSITY OF GEORGIA,United States,33.919435,-83.346881
THE UNIVERSITY OF MANCHESTER,United Kingdom,53.4644325,-2.2355155
THE UNIVERSITY OF MELBOURNE,Australia,-37.83761,145.041567
THE UNIVERSITY OF NEW SOUTH WALES (UNSW),Australia,-33.917295,151.231356
THE UNIVERSITY OF NOTTINGHAM,United Kingdom,52.950001,-1.15
THE UNIVERSITY OF QUEENSLAND (UQ),Australia,-27.497473,153.013225
THE UNIVERSITY OF SHEFFIELD,United Kingdom,53.38172,-1.479158
THE UNIVERSITY OF SYDNEY,Australia,-33.889192,151.189728
THE UNIVERSITY OF TOKYO,Japan,35.7110415,139.765039
THE UNIVERSITY OF WARWICK,United Kingdom,52.380857,-1.561638
THE UNIVERSITY OF WESTERN AUSTRALIA (UWA),Australia,-31.980069,115.817898
TIANJIN UNIVERSITY,China,39.101647,117.1661475
TILBURG UNIVERSITY,Netherlands,51.563024,5.041827
TOHOKU UNIVERSITY,Japan,38.271773,140.861356
TOKAI UNIVERSITY,Japan,35.36362,139.27457
TOKYO INSTITUTE OF TECHNOLOGY,Japan,35.60578,139.6843815
TOKYO MEDICAL AND DENTAL UNIVERSITY,Japan,35.7012575,139.764795
TOKYO MEDICAL AND DENTAL UNIVERSITY ,Japan,35.7012575,139.764795
TOKYO METROPOLITAN UNIVERSITY,Japan,35.616588,139.3775135
TOKYO UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Japan,35.699669,139.517411
TOKYO UNIVERSITY OF AGRICULTURE AND TECHNOLOGY ,Japan,35.699669,139.517411
TOKYO UNIVERSITY OF SCIENCE,Japan,33.9568695,131.1876885
TOMSK POLYTECHNIC UNIVERSITY,Russia,56.587647,84.903247
TOMSK STATE UNIVERSITY,Russia,56.484269,84.956267
TONGJI UNIVERSITY,China,31.2844465,121.5025075
TRINITY COLLEGE DUBLIN (TCD),Ireland,53.3443105,-6.257851
TSINGHUA UNIVERSITY,China,40.000979,116.326377
TUFTS UNIVERSITY,United States,42.407282,-71.1196445
TULANE UNIVERSITY,United States,29.938629,-90.1224125
UCL (UNIVERSITY COLLEGE LONDON),United Kingdom,51.524776,-0.133583
UCSI UNIVERSITY,Malaysia,3.078924,101.733206
ULSTER UNIVERSITY,United Kingdom,54.686962,-5.883484
UMEÅ UNIVERSITY,Sweden,63.8200115,20.3044615
UMM AL-QURA UNIVERSITY (UQU),Saudi Arabia,21.440106,39.808547
UNITED ARAB EMIRATES UNIVERSITY,United Arab Emirates,25.2867925,55.4767045
UNIVERSIDAD ADOLFO IBÁÑEZ,Chile,-33.4860925,-70.5179225
UNIVERSIDAD ANAHUAC,Mexico,19.4018465,-99.2630605
UNIVERSIDAD AUSTRAL,Argentina,-39.808024,-73.251515
UNIVERSIDAD AUSTRAL DE CHILE,Chile,-39.808024,-73.251515
UNIVERSIDAD AUTÓNOMA DE MADRID,Spain,40.5450115,-3.6963625
UNIVERSIDAD AUTÓNOMA DE NUEVO LEÓN (UANL),Mexico,25.725233,-100.313452
UNIVERSIDAD AUTÓNOMA DEL ESTADO DE MÉXICO,Mexico,19.28342,-99.6788555
UNIVERSIDAD AUTÓNOMA METROPOLITANA (UAM),Mexico,19.503249,-99.185728
UNIVERSIDAD CARLOS III DE MADRID,Spain,40.332134,-3.766274
UNIVERSIDAD CATÓLICA ANDRÉS BELLO - UCAB,Venezuela,10.351016,-67.038788
UNIVERSIDAD CENTRAL DE VENEZUELA (UCV),Venezuela,10.077578,-69.307358
UNIVERSIDAD COMPLUTENSE DE MADRID (UCM),Spain,40.4473005,-3.7277785
UNIVERSIDAD DE ALCALÁ,Spain,40.483029,-3.3631925
UNIVERSIDAD DE ALICANTE,Spain,38.3854984,-0.5107136
UNIVERSIDAD DE ANTIOQUIA,Colombia,6.267039,-75.5692625
UNIVERSIDAD DE BELGRANO,Argentina,-34.563898,-58.443815
UNIVERSIDAD DE BUENOS AIRES,Argentina,-34.599722,-58.373056
UNIVERSIDAD DE CASTILLA-LA MANCHA,Spain,38.991395,-3.9206335
UNIVERSIDAD DE CHILE,Chile,-33.44401575,-70.650647
UNIVERSIDAD DE CONCEPCIÓN,Chile,-36.8285605,-73.03620175
UNIVERSIDAD DE COSTA RICA,Costa Rica,9.936903,-84.0514885
UNIVERSIDAD DE GRANADA,Spain,37.178527,-3.602952
UNIVERSIDAD DE GUADALAJARA (UDG),Mexico,20.693495,-103.419359
UNIVERSIDAD DE LA HABANA,Cuba,23.136843,-82.381507
UNIVERSIDAD DE LA REPÚBLICA (UDELAR),Uruguay,-34.902125,-56.176867
UNIVERSIDAD DE LA SABANA,Colombia,4.8612105,-74.0328545
UNIVERSIDAD DE LAS AMÉRICAS PUEBLA (UDLAP),Mexico,19.0540185,-98.2818995
UNIVERSIDAD DE LIMA,Peru,-12.0847795,-76.9712475
UNIVERSIDAD DE LOS ANDES CHILE,Chile,-33.403987,-70.5070585
UNIVERSIDAD DE LOS ANDES COLOMBIA,Colombia,4.6019,-74.065594
UNIVERSIDAD DE LOS ANDES MÉRIDA,Venezuela,4.6019,-74.065594
UNIVERSIDAD DE MONTERREY,Mexico,25.662661,-100.419862
UNIVERSIDAD DE MONTEVIDEO,Uruguay,-34.904452,-56.162904
UNIVERSIDAD DE MURCIA,Spain,38.017654,-1.170041
UNIVERSIDAD DE NAVARRA,Spain,42.8012434622943,-1.65596200520361
UNIVERSIDAD DE OVIEDO,Spain,41.6260573811434,-0.88144981175924
UNIVERSIDAD DE PALERMO,Argentina,-34.5973913125,-58.4102730625
UNIVERSIDAD DE PUERTO RICO,Puerto Rico,18.474713,-67.127328
UNIVERSIDAD DE SALAMANCA,Spain,40.9615855,-5.667535
UNIVERSIDAD DE SAN ANDRÉS,Argentina,-34.446443,-58.529837
UNIVERSIDAD DE SAN FRANCISCO DE QUITO,Ecuador,-0.190999236,-78.434664928
UNIVERSIDAD DE SANTIAGO DE CHILE (USACH),Chile,-33.45,-70.65
UNIVERSIDAD DE SEVILLA,Spain,37.382320875,-5.989441
UNIVERSIDAD DE TALCA,Chile,-35.404725,-71.6338885
UNIVERSIDAD DE VALPARAÍSO,Chile,-33.491871,-70.650629
UNIVERSIDAD DE ZARAGOZA,Spain,41.641252,-0.8992105
UNIVERSIDAD DEL NORTE,Colombia,11.018737,-74.8507535
UNIVERSIDAD DEL PAIS VASCO,Spain,43.307689,-2.010665
UNIVERSIDAD DEL ROSARIO,Colombia,4.60051075,-74.07354825
UNIVERSIDAD DEL VALLE,Colombia,3.37167184664,-76.534002864
UNIVERSIDAD DIEGO PORTALES,Chile,-33.450262,-70.66011
UNIVERSIDAD EAFIT,Colombia,6.199741,-75.5786705
UNIVERSIDAD EXTERNADO DE COLOMBIA,Colombia,4.5956715,-74.0688445
UNIVERSIDAD IBEROAMERICANA (UIA),Mexico,19.3709645,-99.263613
UNIVERSIDAD ICESI,Colombia,3.341603,-76.53024
UNIVERSIDAD INDUSTRIAL DE SANTANDER,Colombia,7.1340755,-73.117767
UNIVERSIDAD LATINOAMERICANA DE CIENCIA Y TECNOLOGÍA COSTA RICA (ULACIT),Costa Rica,9.941187,-84.077618
UNIVERSIDAD METROPOLITANA,Venezuela,10.4993995,-66.7844375
UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO (UNAM),Mexico,19.325348,-99.1861535
UNIVERSIDAD NACIONAL COSTA RICA,Costa Rica,9.379735,-83.691559
UNIVERSIDAD NACIONAL DE ASUNCIÓN,Paraguay,-25.3348225,-57.518569
